"Date","Price","Open","High","Low"
"1986-05-07",3.2144,3.2033,3.2188,3.1995
"1993-12-15",3.3363,3.3363,3.3394,3.3306
"1994-07-18",3.3522,3.3359,3.3542,3.3338
"2012-02-23",3.2485,3.2555,3.256,3.2438
"2002-07-05",2.9701,2.9701,2.9701,2.9701
"2012-04-05",3.1932,3.2110000000000003,3.2110000000000003,3.191
"2011-06-24",3.2305,3.2305,3.2329,3.2247
"1983-02-24",2.9446,2.944,2.9471,2.941
"1986-12-12",3.1873,3.1923,3.1936,3.1864
"1985-08-30",3.3043,3.3035,3.3053,3.3009
"2004-10-04",2.7565,2.7565,2.7565,2.7565
"2011-07-20",3.2701,3.2701,3.2807,3.2687
"1983-11-28",3.1006,3.1042,3.1058,3.0979
"1981-09-02",2.9478,2.9576,2.9594,2.9465
"2004-08-13",2.735,2.735,2.735,2.735
"1995-01-31",3.372,3.3768,3.3807,3.3699
"1983-10-10",3.0728,3.073,3.0745,3.068
"2011-03-16",3.3040000000000003,3.3040000000000003,3.349,3.2985
"1998-08-28",3.165,3.1812,3.1837,3.1639
"1982-12-07",2.8794,2.8805,2.8822,2.8772
"1994-05-11",3.3068,3.3097000000000003,3.3103,3.3
"1990-09-10",3.4917,3.4848,3.4939,3.4826
"1986-08-04",3.2025,3.2082,3.2122,3.2009
"2003-01-01",2.8432,2.8432,2.8432,2.8432
"2000-08-04",3.2453000000000003,3.2453000000000003,3.2453000000000003,3.2453000000000003
"1993-09-10",3.2704,3.2709,3.2728,3.2662
"2010-04-22",3.3915,3.3915,3.403,3.3895
"1981-09-29",2.9364,2.9385,2.9423,2.9318
"1998-05-08",3.1423,3.1351,3.1425,3.1329
"1985-09-12",3.3456,3.3271,3.3463000000000003,3.3256
"1999-04-22",3.159,3.1624,3.1646,3.153
"1992-11-19",3.3022,3.3028,3.3064,3.2954
"2007-07-17",3.2352,3.2352,3.2364,3.2316000000000003
"1995-05-18",3.3523,3.3527,3.355,3.3512
"2010-04-06",3.384,3.384,3.3841,3.3745000000000003
"2007-05-31",3.2256,3.2256,3.2267,3.2225
"2006-05-31",3.1402,3.1402,3.1414,3.1391
"1992-08-14",3.3756,3.3739,3.387,3.3725
"1980-02-05",3.0235000000000003,3.0364,3.0393,3.0203
"2005-02-18",2.8589,2.8589,2.8589,2.8589
"1988-01-04",3.3188,3.3115,3.3202,3.3108
"1988-01-15",3.3285,3.3333,3.3345,3.3282
"1988-05-09",3.3771,3.3779,3.3803,3.3758
"1992-04-14",3.4311,3.4213,3.4342,3.4127
"2008-05-16",3.1207000000000003,3.1207000000000003,3.1212,3.1149
"1980-07-21",3.0208,3.028,3.0286,3.0152
"1987-11-11",3.2954,3.2944,3.2978,3.2896
"1987-11-10",3.2938,3.2919,3.2952,3.2896
"1990-01-03",3.2671,3.2603,3.2822,3.2577
"2008-10-27",3.0605,3.0605,3.0613,3.0531
"2002-01-17",2.9499,2.9499,2.9499,2.9499
"2005-02-15",2.8501,2.8501,2.8501,2.8501
"2007-06-07",3.2474,3.2474,3.2504,3.2396000000000003
"2007-07-20",3.2297,3.2297,3.2372,3.2297
"1982-02-01",2.8465,2.8462,2.854,2.8437
"2009-08-21",3.2184,3.2184,3.2211,3.2110000000000003
"1998-09-11",3.1642,3.1596,3.1657,3.1586
"1980-12-09",2.91,2.9242,2.9252,2.9061
"1980-12-29",2.9117,2.9177,2.9194,2.9111
"1989-05-11",3.5863,3.5824,3.5895,3.5784
"1989-10-31",3.351,3.3611,3.3659,3.3312
"1991-12-09",3.3595,3.3729,3.3737,3.3577
"2004-10-05",2.7572,2.7572,2.7572,2.7572
"1983-07-29",3.0081,3.013,3.0133,3.0044
"1994-10-25",3.3691,3.3679,3.3702,3.3662
"2002-02-28",2.9238,2.9238,2.9238,2.9238
"1995-04-24",3.363,3.3607,3.3652,3.3599
"2002-02-07",2.9422,2.9422,2.9422,2.9422
"1984-01-04",3.0797,3.0773,3.0822000000000003,3.0733
"1983-04-26",2.9843,2.9787,2.9847,2.9753
"2010-06-23",3.2225,3.2225,3.2365,3.2225
"2007-06-19",3.2331000000000003,3.2331000000000003,3.2396000000000003,3.2284
"2003-02-14",2.8466,2.8466,2.8466,2.8466
"1986-07-18",3.2030000000000003,3.2034,3.209,3.1996
"2004-07-13",2.7369,2.7369,2.7369,2.7369
"1980-01-18",3.0425,3.0421,3.0442,3.0379
"1990-08-08",3.4859,3.4781,3.4878,3.476
"1995-09-25",3.2506,3.2475,3.2532,3.2443
"2002-06-14",2.9638,2.9638,2.9638,2.9638
"2007-08-15",3.2121,3.2121,3.2127,3.2084
"2005-02-11",2.8394,2.8394,2.8394,2.8394
"2004-08-25",2.7279,2.7279,2.7279,2.7279
"1996-08-19",3.1345,3.1326,3.1387,3.1324
"1997-11-05",3.0488,3.0405,3.0501,3.0389
"2001-05-31",3.0725,3.0725,3.0725,3.0725
"1999-08-17",3.4008000000000003,3.4008000000000003,3.4008000000000003,3.4008000000000003
"1996-11-11",3.0857,3.0859,3.0904,3.0822000000000003
"2009-03-30",3.1818,3.1818,3.1871,3.1791
"1984-04-16",3.1512,3.1472,3.1553,3.1443000000000003
"1996-02-09",3.0568,3.0602,3.0619,3.052
"2005-10-03",2.9984,2.9984,2.9998,2.9913
"1995-06-15",3.3363,3.3393,3.34,3.3352
"1997-01-14",3.1109,3.1100000000000003,3.1125,3.1071
"1993-03-12",3.2731,3.2824,3.287,3.2721
"2008-09-17",3.0984,3.0984,3.1044,3.0975
"1989-03-06",3.5547,3.5462,3.5571,3.5365
"2004-01-15",2.7224,2.7224,2.7224,2.7224
"1989-01-06",3.5675,3.5627,3.569,3.5532
"2008-04-04",3.1287000000000003,3.1287000000000003,3.1352,3.1282
"2007-03-28",3.2314,3.2314,3.2361,3.2242
"1989-07-11",3.4121,3.4263,3.4285,3.4079
"2002-11-14",2.8564,2.8564,2.8564,2.8564
"1997-07-07",3.1147,3.1153,3.1185,3.114
"2005-05-30",2.96,2.96,2.96,2.96
"1996-03-15",3.1315,3.1441,3.145,3.1298
"1997-05-05",3.1156,3.1142000000000003,3.1166,3.1097
"1982-01-20",2.8565,2.8658,2.8664,2.8547
"2010-03-03",3.3339,3.3339,3.3339,3.3339
"1981-09-14",2.9444,2.9358,2.9468,2.9354
"1996-10-17",3.0868,3.0828,3.0877,3.0806
"1999-03-02",3.213,3.2105,3.2135,3.2055
"1995-08-23",3.267,3.2645,3.2696,3.2633
"2011-10-26",3.4035,3.3965,3.4045,3.3954
"1991-03-27",3.2306,3.2273,3.2334,3.2264
"1996-09-26",3.0593,3.061,3.064,3.057
"2004-05-21",2.6726,2.6726,2.6726,2.6726
"2008-02-07",3.2002,3.2002,3.2008,3.1936
"1983-04-25",2.9793,2.9704,2.9804,2.9689
"1996-05-24",3.1094,3.0974,3.113,3.097
"2008-10-13",3.0851,3.0851,3.1057,3.0847
"2005-10-12",3.0003,3.0003,3.0031,2.996
"1985-05-28",3.2367,3.233,3.2381,3.2328
"2001-08-03",3.011,3.011,3.011,3.011
"2011-04-26",3.2455,3.2455,3.2474,3.24
"1987-02-19",3.2637,3.253,3.2642,3.2521
"1989-01-13",3.5432,3.5433,3.5474,3.5406
"2004-06-02",2.6639,2.6639,2.6639,2.6639
"1985-08-06",3.2746,3.2698,3.2767,3.263
"1992-01-13",3.4022,3.3906,3.4053,3.3869
"1982-03-04",2.838,2.8463000000000003,2.8481,2.8357
"2003-05-12",2.7968,2.7968,2.7968,2.7968
"1984-01-17",3.0986,3.1037,3.1081000000000003,3.0977
"2003-09-24",2.8088,2.8088,2.8088,2.8088
"2001-08-10",3.0025,3.0025,3.0025,3.0025
"2009-04-09",3.2159,3.2159,3.2179,3.2089
"2009-10-07",3.3005,3.3005,3.3056,3.2992
"2007-12-25",3.1456,3.1456,3.1493,3.1421
"1998-09-04",3.1658,3.1619,3.1689,3.1613
"2011-02-28",3.334,3.334,3.3371,3.3291
"2003-04-21",2.7923,2.7923,2.7923,2.7923
"1997-06-02",3.1162,3.1177,3.1187,3.1157
"1984-02-06",3.1592,3.1376,3.1595,3.137
"1984-06-04",3.1069,3.1098,3.1132,3.1048
"2011-05-20",3.2302,3.2302,3.2304,3.221
"1986-12-26",3.1923,3.1886,3.1942,3.1871
"1990-05-02",3.3922,3.3978,3.4053,3.3902
"1985-08-21",3.2976,3.2906,3.299,3.2875
"1984-08-09",3.1728,3.1631,3.1739,3.1627
"2010-01-22",3.3985000000000003,3.3985000000000003,3.4009,3.3878
"1988-08-18",3.4323,3.4266,3.4346,3.4247
"2001-01-08",3.0419,3.0419,3.0419,3.0419
"2007-11-09",3.1059,3.1059,3.1078,3.1023
"2009-04-16",3.2225,3.2225,3.2239,3.2166
"2009-08-24",3.2305,3.2305,3.2325,3.218
"2003-04-17",2.8011,2.8011,2.8011,2.8011
"1994-08-04",3.3582,3.3556,3.3592,3.3542
"2005-07-07",2.9801,2.9801,2.9801,2.9801
"1999-09-17",3.4331,3.4331,3.4331,3.4331
"2003-12-12",2.7524,2.7524,2.7524,2.7524
"1986-07-22",3.1917,3.1921,3.1951,3.19
"1991-09-24",3.3243,3.3355,3.3368,3.3199
"2000-04-10",3.3656,3.3656,3.3656,3.3656
"1990-11-01",3.4413,3.4364,3.4436,3.4282
"2000-12-04",3.0514,3.0514,3.0514,3.0514
"1994-10-28",3.3746,3.3803,3.3813,3.3742
"1982-04-13",2.8933,2.8922,2.8962,2.891
"2000-08-23",3.2105,3.2105,3.2105,3.2105
"2001-02-05",3.1014,3.1014,3.1014,3.1014
"1994-05-12",3.3062,3.3066,3.3085,3.2994000000000003
"2007-01-11",3.2004,3.2004,3.2102,3.1963
"1998-11-06",3.2068000000000003,3.2015,3.209,3.2004
"1984-07-06",3.1799,3.1746,3.1852,3.1702
"1988-11-03",3.4807,3.4658,3.4816000000000003,3.464
"1998-01-15",3.0735,3.0605,3.0743,3.0604
"1999-07-12",3.5004,3.5004,3.5004,3.5004
"1984-06-18",3.1467,3.1448,3.1505,3.1414
"2011-01-12",3.2454,3.2454,3.258,3.2441
"2010-04-15",3.4085,3.4085,3.4122,3.4042
"2003-05-21",2.8107,2.8107,2.8107,2.8107
"1984-03-28",3.1321000000000003,3.1316,3.1355,3.1255
"1991-07-05",3.2723,3.2686,3.2766,3.2661
"1999-08-10",3.4341,3.4341,3.4341,3.4341
"1992-05-01",3.4318,3.4421,3.4468,3.4284
"2009-01-14",3.1152,3.1152,3.1159,3.1083
"2000-07-03",3.1624,3.1624,3.1624,3.1624
"1983-08-22",3.0007,3.0009,3.0026,2.9969
"1990-04-17",3.3862,3.3952,3.3954,3.3826
"1984-05-21",3.0856,3.0858,3.0912,3.0792
"1998-11-27",3.2396000000000003,3.2408,3.2537000000000003,3.2364
"1982-03-30",2.8762,2.8741,2.8781,2.872
"1997-02-07",3.1401,3.1379,3.1421,3.135
"2009-07-20",3.2448,3.2448,3.2471,3.2411000000000003
"2002-11-01",2.8721,2.8721,2.8721,2.8721
"1994-06-13",3.3256,3.3262,3.3279,3.3239
"2008-09-01",3.0638,3.0638,3.0704,3.0534
"1991-06-05",3.3235,3.3292,3.331,3.3216
"2010-03-15",3.3432,3.3432,3.3453,3.3373
"1990-06-01",3.4348,3.4416,3.4433,3.4329
"2009-09-17",3.2475,3.2475,3.251,3.2454
"1989-12-12",3.2591,3.2792,3.2811,3.2563
"1984-08-23",3.1907,3.1938,3.1944,3.1887
"1986-09-15",3.1851000000000003,3.1716,3.1905,3.1682
"2004-05-04",2.7062,2.7062,2.7062,2.7062
"1999-10-14",3.4539,3.4539,3.4539,3.4539
"2011-11-29",3.308,3.2925,3.3117,3.285
"1991-04-12",3.2308,3.2322,3.2357,3.2256
"1999-11-29",3.4941,3.4941,3.4941,3.4941
"1982-06-11",2.9213,2.9183,2.9246,2.9163
"1991-04-01",3.2157,3.2247,3.2327,3.2151
"2007-10-19",3.1038,3.1038,3.1059,3.0898000000000003
"2003-12-11",2.7571,2.7571,2.7571,2.7571
"1992-05-07",3.3979,3.4046000000000003,3.4065000000000003,3.3838
"1980-09-02",3.0175,3.0137,3.0189,3.0072
"1993-03-31",3.2435,3.2361,3.2458,3.2288
"1994-10-13",3.3761,3.374,3.3799,3.3724
"1997-08-20",3.0974,3.0981,3.1006,3.0955
"2002-12-04",2.8576,2.8576,2.8576,2.8576
"1992-06-02",3.4282,3.4099,3.4299,3.4056
"2002-08-13",2.9301,2.9301,2.9301,2.9301
"1983-11-08",3.0816,3.0747,3.0837000000000003,3.0742000000000003
"1992-01-24",3.4127,3.4112,3.4148,3.4051
"1989-03-01",3.5391,3.5531,3.5539,3.5365
"1987-08-07",3.253,3.2499,3.2538,3.2487
"2004-02-03",2.7319,2.7319,2.7319,2.7319
"2006-08-22",3.147,3.147,3.158,3.144
"1981-05-21",2.8839,2.8793,2.8853,2.8747
"2001-08-15",3.0022,3.0022,3.0022,3.0022
"1988-05-18",3.3724,3.3828,3.3831,3.3697
"1990-07-20",3.4661,3.471,3.4806,3.4628
"2002-02-11",2.9362,2.9362,2.9362,2.9362
"1999-05-26",3.5074,3.5074,3.5074,3.5074
"2009-11-02",3.3403,3.3403,3.3462,3.3357
"2007-06-13",3.2428,3.2428,3.2521,3.242
"1993-07-22",3.2931,3.2981,3.299,3.289
"2003-10-16",2.7865,2.7865,2.7865,2.7865
"2009-09-08",3.2506,3.2506,3.2508,3.2449
"2006-03-10",3.0607,3.0607,3.0607,3.0545
"1985-03-22",3.2114000000000003,3.2143,3.2145,3.2076
"2000-01-25",3.4613,3.4613,3.4613,3.4613
"2008-05-28",3.1116,3.1116,3.1159,3.1100000000000003
"2007-01-24",3.2139,3.2139,3.2143,3.2125
"1994-08-26",3.3746,3.3784,3.3813,3.3735
"1980-08-07",3.0071000000000003,3.0129,3.0141,3.003
"2011-10-03",3.384,3.3773,3.3865,3.374
"1998-01-28",3.0813,3.0864000000000003,3.0873,3.0797
"1982-09-07",2.8895,2.8909,2.8913,2.8863
"1988-03-18",3.3441,3.3431,3.3474,3.3411
"1989-04-14",3.5605,3.5505,3.5652,3.5491
"1995-12-20",3.1381,3.137,3.1431,3.128
"1988-02-04",3.3487,3.3432,3.3504,3.343
"1990-02-21",3.3146,3.302,3.3168,3.2964
"1987-03-11",3.2862,3.2731,3.2866,3.2721
"2012-03-23",3.2185,3.2165,3.2226,3.2136
"1988-05-20",3.3634,3.3737,3.3754,3.3627
"1995-05-02",3.3611,3.3659,3.3665000000000003,3.3596
"1982-07-15",2.8942,2.8925,2.8952,2.8886
"1988-05-27",3.3774,3.3703000000000003,3.382,3.3682
"1996-10-01",3.0615,3.0633,3.0644,3.0553
"1982-09-06",2.8909,2.8842,2.8927,2.8827
"1987-03-06",3.2797,3.295,3.2973,3.2778
"1989-11-06",3.3371,3.3474,3.3476,3.3287
"1990-01-19",3.3534,3.3588,3.364,3.3494
"2006-09-22",3.135,3.135,3.1374,3.1206
"1994-04-21",3.3119,3.3117,3.3146,3.306
"2001-05-07",3.1046,3.1046,3.1046,3.1046
"2000-02-10",3.4386,3.4386,3.4386,3.4386
"1980-02-26",3.0507,3.0513,3.0576,3.0473
"1981-04-22",2.8998,2.8887,2.9019,2.8875
"1981-11-13",2.8962,2.9093,2.9128,2.8931
"2003-05-09",2.7948,2.7948,2.7948,2.7948
"1991-08-19",3.392,3.396,3.4051,3.387
"1991-06-26",3.2664,3.2766,3.277,3.2658
"2012-11-26",3.167,3.1767000000000003,3.1767000000000003,3.1613
"1981-07-28",2.8799,2.8882,2.891,2.8783
"1998-06-11",3.1759,3.1752,3.1765,3.1689
"2010-04-27",3.3765,3.3765,3.3844000000000003,3.3742
"1982-05-05",2.9124,2.9163,2.92,2.9061
"1997-02-24",3.1266,3.1231,3.128,3.1216
"1994-01-25",3.2816,3.278,3.2845,3.2755
"2002-10-04",2.8872,2.8872,2.8872,2.8872
"2009-06-11",3.2037,3.2037,3.206,3.2033
"1987-06-12",3.2891,3.2828,3.294,3.2826
"2008-01-01",3.1536,3.1536,3.1617,3.1534
"2002-09-23",2.8846,2.8846,2.8846,2.8846
"1998-02-16",3.0612,3.0615,3.0633,3.0606
"1989-05-09",3.5919,3.59,3.6039,3.5865
"1998-10-09",3.1773,3.1796,3.1816,3.1772
"1980-12-05",2.9210000000000003,2.9389,2.9397,2.9162
"2012-08-10",3.2027,3.206,3.2086,3.201
"2004-08-24",2.7221,2.7221,2.7221,2.7221
"2000-07-06",3.2101,3.2101,3.2101,3.2101
"2005-10-26",3.0159,3.0159,3.0178000000000003,3.0145
"2010-09-03",3.1246,3.1246,3.1375,3.1232
"1981-10-20",2.9176,2.9047,2.9214,2.9027
"1989-02-21",3.5569,3.5651,3.5661,3.5541
"2006-12-19",3.1451,3.1451,3.1474,3.1414
"1989-11-21",3.3178,3.3181000000000003,3.333,3.3118
"1990-09-07",3.4843,3.498,3.5017,3.482
"1991-06-03",3.3192,3.3153,3.3235,3.3118
"2009-09-03",3.2374,3.2374,3.2433,3.2361
"2011-11-07",3.4536,3.4415,3.4557,3.4383
"1990-06-29",3.4254,3.4265,3.435,3.4236
"2003-10-31",2.785,2.785,2.785,2.785
"2004-05-11",2.6902,2.6902,2.6902,2.6902
"2003-09-22",2.8135,2.8135,2.8135,2.8135
"2011-01-17",3.2462,3.2462,3.2522,3.2407
"1983-05-03",2.9767,2.9847,2.9871,2.9749
"1981-10-01",2.9309,2.9378,2.9389,2.9281
"1996-11-21",3.0797,3.0874,3.0879000000000003,3.079
"1983-06-07",2.9824,2.9869,2.9878,2.9782
"2001-03-13",3.1259,3.1259,3.1259,3.1259
"1985-10-15",3.3262,3.3282,3.3305,3.3215
"1989-07-25",3.4104,3.4418,3.4427000000000003,3.401
"1985-10-08",3.3605,3.3615,3.3647,3.3556
"1996-07-29",3.1249,3.1247,3.1285,3.1196
"2006-04-19",3.134,3.134,3.1345,3.1034
"1993-05-07",3.2252,3.2317,3.2336,3.2235
"2008-05-21",3.1185,3.1185,3.1204,3.1139
"1989-04-17",3.5524,3.563,3.5631,3.5468
"1996-06-06",3.0968,3.093,3.0981,3.0857
"1983-02-10",2.9413,2.933,2.9417,2.9303
"2012-12-25",3.1433,3.158,3.1595,3.1422
"2001-08-21",3.0133,3.0133,3.0133,3.0133
"2011-08-01",3.2735000000000003,3.2718,3.2791,3.2703
"2002-07-24",2.9369,2.9369,2.9369,2.9369
"1998-09-21",3.1795,3.1771000000000003,3.1823,3.1766
"1999-12-09",3.4850000000000003,3.4850000000000003,3.4850000000000003,3.4850000000000003
"2012-05-21",3.1675,3.1665,3.1698,3.164
"2001-09-26",3.0339,3.0339,3.0339,3.0339
"1982-07-22",2.8842,2.8819,2.8867000000000003,2.8804
"1980-02-04",3.0357000000000003,3.0335,3.0361,3.0293
"1983-03-01",2.9649,2.9576,2.967,2.9556
"1988-09-26",3.4665,3.4638,3.4708,3.4619
"1994-05-04",3.2832,3.2913,3.2918000000000003,3.2807
"1985-11-05",3.3084,3.297,3.3109,3.2964
"1988-01-06",3.3224,3.3199,3.3247,3.3175
"1984-10-18",3.2629,3.2578,3.2675,3.255
"2002-10-17",2.8908,2.8908,2.8908,2.8908
"2008-06-02",3.1109,3.1109,3.1123000000000003,3.1100000000000003
"1986-04-07",3.2178,3.2153,3.2187,3.2066
"1993-04-05",3.2572,3.2452,3.2586,3.2439
"2009-01-28",3.1254,3.1254,3.1273,3.1128
"1985-05-17",3.2228000000000003,3.2223,3.225,3.2194000000000003
"1990-03-19",3.3994,3.3895,3.4053,3.3894
"1993-10-05",3.2968,3.3068,3.3088,3.2949
"1981-04-07",2.9021,2.9072,2.9078,2.9007
"1984-05-02",3.1308,3.1377,3.1381,3.1287000000000003
"1982-09-08",2.9036,2.8896,2.9069000000000003,2.8883
"2009-06-03",3.1959,3.1959,3.2001,3.1923
"2012-06-18",3.2217,3.2321,3.2321,3.2206
"2008-07-23",3.0746,3.0746,3.0774,3.0709
"1980-08-01",3.0097,3.0084,3.0113000000000003,3.0057
"1988-04-22",3.3542,3.3447,3.3542,3.343
"1997-06-19",3.1354,3.1293,3.1367000000000003,3.1283000000000003
"1981-03-11",2.9384,2.9334,2.9431000000000003,2.9316
"2005-10-19",3.0135,3.0135,3.014,3.0093
"1995-08-03",3.2654,3.251,3.2677,3.2504
"1996-07-30",3.1177,3.1246,3.1262,3.1157
"1998-01-16",3.0766,3.0734,3.0772,3.0706
"2008-03-04",3.1705,3.1705,3.172,3.1705
"1997-08-14",3.1056,3.1004,3.1058,3.0983
"1995-06-26",3.3193,3.3168,3.3211,3.3152
"2009-03-17",3.2115,3.2115,3.2136,3.2012
"1981-05-19",2.8833,2.8831,2.8887,2.8782
"2004-02-26",2.744,2.744,2.744,2.744
"1992-10-09",3.2981,3.303,3.3064,3.2945
"1985-05-10",3.2052,3.2047,3.2069,3.197
"1995-06-05",3.3382,3.3377,3.3388,3.3333
"2001-04-12",3.1191,3.1191,3.1191,3.1191
"2006-04-18",3.1133,3.1133,3.1179,3.105
"1986-11-19",3.2061,3.2153,3.2166,3.2048
"1992-10-20",3.3043,3.3051,3.3098,3.3026
"2011-07-15",3.2545,3.2545,3.255,3.2478
"1999-12-29",3.4611,3.4611,3.4611,3.4611
"2000-02-15",3.4447,3.4447,3.4447,3.4447
"2006-06-28",3.1481,3.1481,3.1486,3.1422
"1995-01-13",3.3934,3.3921,3.3942,3.388
"2006-11-09",3.1449,3.1449,3.1465,3.1411
"1980-10-23",2.9647,2.9627,2.973,2.9617
"1994-09-12",3.3487,3.3436,3.3497,3.3392
"1981-10-26",2.9298,2.9239,2.9325,2.9224
"2004-12-21",2.8173,2.8173,2.8173,2.8173
"1985-09-10",3.3329,3.3283,3.3337000000000003,3.3274
"1983-08-10",2.9916,2.9968,2.9972,2.9891
"2012-09-13",3.1274,3.133,3.1357,3.1247
"2011-02-11",3.2932,3.2932,3.2965,3.2864
"1997-12-19",3.0614,3.0675,3.0679,3.0605
"1986-01-14",3.2908,3.2960000000000003,3.306,3.2869
"2008-08-27",3.0415,3.0415,3.0529,3.0403
"2004-06-18",2.682,2.682,2.682,2.682
"2002-12-18",2.8389,2.8389,2.8389,2.8389
"1997-03-03",3.1532,3.1447000000000003,3.1539,3.1446
"1980-11-14",2.9604,2.9538,2.9752,2.9513
"2007-07-27",3.2226,3.2226,3.2256,3.222
"2008-10-31",3.0608,3.0608,3.0631,3.0542
"1990-12-17",3.3615,3.3529,3.3619000000000003,3.3443
"1994-05-18",3.3142,3.311,3.3154,3.3087
"1992-08-28",3.3746,3.3695,3.383,3.3636
"2012-04-24",3.1905,3.1943,3.1958,3.1709
"2002-02-20",2.9275,2.9275,2.9275,2.9275
"1981-04-24",2.89,2.8979,2.8993,2.885
"2006-11-28",3.1488,3.1488,3.1507,3.1428000000000003
"1981-06-11",2.8434,2.8387,2.8455,2.838
"1993-02-05",3.3081,3.3107,3.3145,3.3053
"2008-12-31",3.1186,3.1186,3.1205,3.1087
"1995-10-05",3.2317,3.2278,3.2344,3.2246
"1984-05-09",3.1284,3.1319,3.1343,3.1227
"2008-12-30",3.1114,3.1114,3.113,3.1035
"1994-02-09",3.3112,3.3098,3.3127,3.3037
"1982-04-23",2.9146,2.9182,2.9242,2.9135
"1981-10-21",2.9118,2.9174,2.919,2.908
"2002-04-25",2.9756,2.9756,2.9756,2.9756
"1993-06-21",3.2528,3.2473,3.254,3.2431
"1993-01-08",3.3084,3.315,3.3193,3.3052
"2008-07-21",3.0842,3.0842,3.0983,3.0841000000000003
"1991-11-20",3.3643,3.3638,3.3687,3.3537
"1992-05-21",3.4512,3.4375,3.4526,3.4356
"1991-08-27",3.395,3.3927,3.3954,3.3806000000000003
"1988-07-13",3.3967,3.3979,3.3988,3.3935
"2006-12-27",3.1683,3.1683,3.1710000000000003,3.165
"1985-12-31",3.3172,3.3312,3.3317,3.3139000000000003
"1992-08-31",3.3815,3.375,3.3855,3.3655
"1999-01-15",3.2367,3.239,3.2414,3.2347
"1987-08-17",3.2557,3.2548,3.2578,3.2523
"2005-05-27",2.9527,2.9527,2.9527,2.9527
"1982-12-29",2.8893,2.8895,2.8911,2.8865
"1996-06-28",3.1214,3.1176,3.1265,3.1162
"1981-07-17",2.8386,2.839,2.8458,2.8375
"1994-08-31",3.3487,3.3584,3.3592,3.3481
"2007-09-18",3.128,3.128,3.1304,3.124
"1993-01-15",3.3225,3.3239,3.3253,3.3172
"2011-05-06",3.2456,3.2456,3.2539,3.2424
"1989-11-22",3.3138,3.3164,3.3327,3.3103
"2001-10-09",3.0117000000000003,3.0117000000000003,3.0117000000000003,3.0117000000000003
"1998-08-04",3.1732,3.1818,3.1818,3.173
"1984-10-23",3.2474,3.2574,3.2614,3.2459
"2010-07-09",3.1874,3.1874,3.1911,3.1772
"1997-05-29",3.1075,3.1058,3.1119000000000003,3.1048
"1983-11-29",3.0795,3.0995,3.0998,3.0791
"2009-03-20",3.2058,3.2058,3.2151,3.2022
"2005-06-30",2.932,2.932,2.932,2.932
"2003-02-21",2.8374,2.8374,2.8374,2.8374
"2004-06-25",2.7077,2.7077,2.7077,2.7077
"2009-01-13",3.1096,3.1096,3.1115,3.1052
"2009-04-21",3.2174,3.2174,3.218,3.2083
"1996-12-11",3.1324,3.1292,3.1378,3.1274
"2004-04-20",2.7048,2.7048,2.7048,2.7048
"2010-06-25",3.17,3.17,3.1875,3.1692
"1991-04-22",3.2334,3.2317,3.2388,3.226
"1990-12-11",3.3599,3.3614,3.3636,3.3579
"1990-10-31",3.4369,3.4409,3.4484,3.4346
"1986-10-30",3.2035,3.2125,3.2165,3.2005
"2007-11-02",3.1126,3.1126,3.1165000000000003,3.0939
"1981-09-07",2.9531,2.9364,2.9554,2.9364
"1998-09-24",3.1822,3.1738,3.1829,3.1733
"1991-05-24",3.2993,3.3002,3.3042,3.2965
"1982-06-29",2.8941,2.8905,2.8946,2.8894
"1991-06-12",3.2826,3.2761,3.2874,3.2736
"2003-12-25",2.7171,2.7171,2.7171,2.7171
"1992-09-07",3.3603,3.3546,3.3655,3.3483
"2007-05-30",3.225,3.225,3.2301,3.2219
"2006-10-30",3.1289,3.1289,3.1489000000000003,3.1276
"1995-09-15",3.2537000000000003,3.245,3.2546,3.2442
"1996-07-08",3.12,3.117,3.1229,3.1152
"2003-12-30",2.7284,2.7284,2.7284,2.7284
"2009-06-19",3.221,3.221,3.2224,3.2202
"2004-06-29",2.7209,2.7209,2.7209,2.7209
"1980-07-28",3.0163,3.0072,3.0192,3.0062
"2004-02-24",2.7452,2.7452,2.7452,2.7452
"1994-06-30",3.3192,3.3234,3.3238000000000003,3.3184
"2006-08-02",3.1643,3.1643,3.1664000000000003,3.1628
"2011-11-14",3.4535,3.4453,3.458,3.4443
"1983-09-28",3.0576,3.0487,3.0587,3.0472
"1997-02-05",3.1399,3.1384,3.1434,3.1327
"2010-05-20",3.284,3.284,3.2988,3.284
"1999-09-01",3.3446,3.3446,3.3446,3.3446
"1998-04-06",3.1282,3.1213,3.1287000000000003,3.1205
"1981-06-30",2.8605,2.8617,2.867,2.8577
"2004-08-11",2.7184,2.7184,2.7184,2.7184
"2012-09-05",3.154,3.1567,3.1630000000000003,3.1501
"2011-07-27",3.271,3.2811,3.2843,3.2692
"1985-07-19",3.2321,3.2386,3.2393,3.2286
"1991-08-13",3.3979,3.4078,3.416,3.3938
"2006-05-22",3.1186,3.1186,3.1195,3.1151
"1983-02-22",2.9432,2.9433,2.948,2.9395
"2001-07-20",3.0239000000000003,3.0239000000000003,3.0239000000000003,3.0239000000000003
"1987-01-16",3.2014,3.2039,3.2064,3.2003
"2003-09-18",2.8191,2.8191,2.8191,2.8191
"1981-03-26",2.9014,2.9022,2.9034,2.8961
"1997-06-10",3.1119000000000003,3.109,3.1125,3.107
"1986-10-22",3.2128,3.2012,3.2144,3.2003
